WKT	OBJECTID	FULLNAME	ZONE	RULE	NOTE	IMPLEMENTD	ADPTDATE	AMDDATE1	AMDDATE2	AMDDATE3	STATUS	Shape_Leng	ENFORCE	Shape_Le_1
"LINESTRING (-118.46356939468347 34.008466116658489,-118.46353720892746 34.008453871216055,-118.46340822820389 34.008401239959817,-118.46326737843975 34.008342895120151)"	2913	BRYN MAWR AVE	Y	"2HR Parking 8AM-6PM Monday-Friday, except by permit"		no	04/26/11				Pre-approved (petition needed)	101.931451572		101.931451572
"LINESTRING (-118.46175946775985 34.00845597680479,-118.46145326074841 34.008453182941878)"	2914	BRYN MAWR AVE	Y	"2HR Parking 8AM-6PM Monday-Friday, except by permit"		no	04/26/11				Pre-approved (petition needed)	92.8079477538		92.8079477538
"LINESTRING (-118.49110574707265 34.037832808742849,-118.49040454956906 34.038398222621794)"	2915	ALTA AVE	UNK									295.751386072		295.751386072
"LINESTRING (-118.48817186325815 34.032502042694695,-118.4867462164493 34.031279879418044)"	2916	18TH ST	K	"2 hr parking 9am-8pm Mon-Sat, except by permit"		yes	2/25/03				Implemented	620.00114882		620.00114882
"LINESTRING (-118.48970091315475 34.036633974372009,-118.48957717396027 34.036732509341832)"	2917	MONTANA AVE	NN	"2 hr parking 9A-10P daily, except by permit"		no	03/12/13				Pre-approved (petition needed)	51.8776093824		51.8776093824
"LINESTRING (-118.49663377338622 34.042556586626297,-118.4959304757091 34.043125655627826)"	2918	GEORGINA AVE	UNK									297.125649028		297.125649028
"LINESTRING (-118.46145326074841 34.008453182941878,-118.46144277684797 34.008452098810068,-118.46143229403035 34.00845101467322,-118.46142325726302 34.008450675084056,-118.46141277444578 34.008449590945524,-118.46140344238525 34.008449491390401,-118.46139266427497 34.00844864728564,-118.46138303691612 34.008448786862907,-118.46137340955725 34.008448926439392,-118.46136348690476 34.008449306050579,-118.46135356425222 34.008449685660885,-118.46134364159953 34.008450065270424,-118.4613334236482 34.008450684012971,-118.46132435753474 34.008452287335565,-118.46131413958791 34.008452906977993,-118.46130477817518 34.008454749432893,-118.46129426492919 34.008455608207456,-118.46128490243814 34.008457451566471,-118.46127554102419 34.008459294019104,-118.46126588323843 34.008461377411884,-118.46125622652976 34.008463459898209,-118.46124656982062 34.00846554238376,-118.46123776856673 34.00846884858808,-118.46122811077394 34.008470931076303,-118.46121815876921 34.008473253594701,-118.46120935751338 34.008476559796911,-118.4612002609628 34.008480106033524,-118.46119145970553 34.008483412234419,-118.46118236315344 34.008486958469682,-118.46117356189477 34.008490264669291,-118.46116446641871 34.008493809997539,-118.46115536986431 34.00849735623077,-118.46114712876395 34.008502126183465,-118.46113803220791 34.008505672415346,-118.46113008748269 34.008510202327912,-118.46111212987063 34.008520939694549)"	2919	BRYN MAWR AVE	Y	"2HR Parking 8AM-6PM Monday-Friday, except by permit"		no	04/26/11				Pre-approved (petition needed)	109.100081578		109.100081578
"LINESTRING (-118.49483498378923 34.041021181960744,-118.49413608904429 34.041588586133827)"	2920	CARLYLE AVE	UNK									295.75010156		295.75010156
"LINESTRING (-118.50525818899303 34.02993966698152,-118.5045041739512 34.03055586580647)"	2921	MARGUERITA AVE	UNK									320.126335574		320.126335574
"LINESTRING (-118.4802520998764 34.025732951199124,-118.47887680565006 34.024552517554447)"	2922	18TH ST	KK	"No parking 9am-9pm Mon-Sat, except by permit"		yes	09/10/02				Implemented	598.501791679		598.501791679
"LINESTRING (-118.49833073321831 34.041063670425629,-118.49667252794913 34.039648290008635)"	2923	18TH ST	UNK									719.499748691		719.499748691
"LINESTRING (-118.49653540260576 34.039531242095073,-118.49473614748744 34.037992430574121)"	2924	18TH ST	UNK									781.500373005		781.500373005
"LINESTRING (-118.49473614748744 34.037992430574121,-118.4946681637968 34.037934397674363)"	2925	18TH ST	UNK									29.4999261635		29.4999261635
"LINESTRING (-118.4946681637968 34.037934397674363,-118.49459787601977 34.037874397103643)"	2926	18TH ST	UNK									30.4999582569		30.4999582569
"LINESTRING (-118.49459787601977 34.037874397103643,-118.49376940476093 34.037167175454101)"	2927	18TH ST	UNK									359.500214247		359.500214247
"LINESTRING (-118.49376940476093 34.037167175454101,-118.49293749190079 34.036456997999714)"	2928	18TH ST	UNK									360.999794451		360.999794451
"LINESTRING (-118.49280297749208 34.036341673413887,-118.49156509191504 34.035274069679453)"	2929	18TH ST	UNK									540.007085425		540.007085425
"LINESTRING (-118.49156509191504 34.035274069679453,-118.49147120308358 34.035192931298837)"	2930	18TH ST	UNK									41.000746806		41.000746806
"LINESTRING (-118.50006735832625 34.042545910607444,-118.49847016902993 34.041182683864434)"	2931	18TH ST	UNK									692.999674752		692.999674752
"LINESTRING (-118.50021486516765 34.042671807037223,-118.50006735832625 34.042545910607444)"	2932	18TH ST	UNK									64.00023264		64.00023264
"LINESTRING (-118.47806159589167 34.023853827896559,-118.47692246242703 34.022876987297224)"	2933	18TH ST	UNK									495.501043001		495.501043001
"LINESTRING (-118.47665065574323 34.022642871718986,-118.47645112141467 34.022470973801106)"	2934	18TH ST	UNK									87.0008265161		87.0008265161
"LINESTRING (-118.48686954294872 34.020517885963187,-118.48610900811046 34.021137302492185)"	2935	BROADWAY	UNK									322.375488172		322.375488172
"LINESTRING (-118.49320443825609 34.025927013504976,-118.49243834936544 34.026547140985286)"	2936	CALIFORNIA AVE	O	"2 hr parking 9am-6pm Mon-Sat, No Parking 6pm-2am Dly, except by permit"		yes	2/25/03				Implemented	323.750284479	05/17/2010	323.750284479
"LINESTRING (-118.49158714813095 34.02455158030947,-118.49083225251051 34.025164527127167)"	2937	WILSHIRE BLVD	UNK									319.499987423		319.499987423
"LINESTRING (-118.48843640591825 34.021861278901582,-118.48767920790019 34.022472239061457)"	2938	SANTA MONICA BLVD	UNK									319.501602276		319.501602276
"LINESTRING (-118.49635235856474 34.028631246280597,-118.49559400564593 34.029241272965301)"	2939	IDAHO AVE	G	"2 hr parking 9AM-9PM Mon-Sat, except by permit"		no	6/24/03				Pre-approved (petition needed)	319.503464374		319.503464374
"LINESTRING (-118.49478314526758 34.027291577530853,-118.49402940083023 34.027905528697225)"	2940	WASHINGTON AVE	NN	"2 hr parking 9A-6P daily, no parking 6P-2A daily, except by permit"		no	03/12/13				Pre-approved (petition needed)	319.500463685		319.500463685
"LINESTRING (-118.5014733453216 34.033005648272557,-118.50071909544549 34.033614291958486)"	2941	MARGUERITA AVE	UNK									318.251456413		318.251456413
"LINESTRING (-118.46302646686667 34.010932771238501,-118.46245151946138 34.010255976441378)"	2942	18TH ST	Y	"2HR Parking 8AM-6PM Monday-Friday, except by permit"		no	04/26/11				Pre-approved (petition needed)	301.703156008		301.703156008
"LINESTRING (-118.46234009852478 34.010123861457856,-118.46176383566645 34.009438547194101)"	2943	18TH ST	Y	"2HR Parking 8AM-6PM Monday-Friday, except by permit"		no	04/26/11				Pre-approved (petition needed)	304.468967428		304.468967428
"LINESTRING (-118.46167305353215 34.00932997105356,-118.46108024075181 34.008621643929409)"	2944	18TH ST	Y	"2HR Parking 8AM-6PM Monday-Friday, except by permit"		no	04/26/11				Pre-approved (petition needed)	314.207880278		314.207880278
"LINESTRING (-118.46099173253073 34.008516977572732,-118.4603846988983 34.007804851874056)"	2945	18TH ST	Y	"2HR Parking 8AM-6PM Monday-Friday, except by permit"		no	04/26/11				Pre-approved (petition needed)	317.81926765		317.81926765
"LINESTRING (-118.49995581914214 34.031710305702589,-118.49919976871958 34.032322321767779)"	2946	ALTA AVE	G	"2 hour parking, 9AM-9PM Mon-Sat, except by permit (South side only)"		yes	6/10/09				Implemented	319.500285596	08/10/2009	319.500285596
"LINESTRING (-118.4979146212208 34.029970821732057,-118.49715281095239 34.030577907352892)"	2947	MONTANA AVE	UNK									319.513991832		319.513991832
"LINESTRING (-118.488788315882 34.034605686931812,-118.48740977251126 34.033429690282581)"	2948	19TH ST	NN	"2 hr parking 9A-10P daily, except by permit"		no	03/12/13				Pre-approved (petition needed)	598.00003454		598.00003454
"LINESTRING (-118.4904511934117 34.036024870555565,-118.49035671419784 34.035944210617473)"	2949	19TH ST	NN	"2 hr parking 9A-10P daily, except by permit"		no	03/12/13				Pre-approved (petition needed)	41.0000310148		41.0000310148
"LINESTRING (-118.49035671419784 34.035944210617473,-118.48897871735636 34.034767752486822)"	2950	19TH ST	NN	"2 hr parking 9A-10P daily, except by permit"		no	03/12/13				Pre-approved (petition needed)	597.999935734		597.999935734
"LINESTRING (-118.48888308846297 34.034686107984001,-118.488788315882 34.034605686931812)"	2951	19TH ST	UNK									41.0003552525		41.0003552525
"LINESTRING (-118.48897871735636 34.034767752486822,-118.48888308846297 34.034686107984001)"	2952	19TH ST	UNK									41.5000430281		41.5000430281
"LINESTRING (-118.48722428235328 34.033271317703566,-118.48580034839011 34.032051590280815)"	2953	19TH ST	K	"2 hr parking 9am-8pm Mon-Sat, except by permit"		yes	2/25/03				Implemented	619.000938334		619.000938334
"LINESTRING (-118.48957717396027 34.036732509341832,-118.48950217548202 34.036791476455846)"	2954	MONTANA AVE	UNK									31.253765817		31.253765817
"LINESTRING (-118.47846184756503 34.008640744448819,-118.47796739737908 34.008243965267518)"	2955	LINCOLN BLVD	UNK									208.101539539		208.101539539
"LINESTRING (-118.479306886359 34.026500244923142,-118.47792488768792 34.025319486224213)"	2956	19TH ST	KK	"No parking 9AM-9PM, Mon-Sat, except by permit"		yes	9/10/02				Implemented	600.000099553		600.000099553
"LINESTRING (-118.46126484617427 34.019894596387651,-118.46031239613154 34.018764383969376)"	2957	25TH ST	DD	"2 hr parking 8am to 6pm, Mon-Fri"		yes	01/22/13				Implemented	502.470164022	03/25/13	502.470164022
"LINESTRING (-118.46031239613154 34.018764383969376,-118.45974294005747 34.018088849497722)"	2958	25TH ST	DD	"2 hr parking 8am to 6pm, Mon-Fri"		yes	01/22/13				Implemented	300.360193238	03/25/13	300.360193238
"LINESTRING (-118.51164307856934 34.024026237473166,-118.51173308227686 34.024083684206829)"	2959	PALISADES BEACH RD	UNK									34.3634338296		34.3634338296
"LINESTRING (-118.51164307856934 34.024026237473166,-118.51158223447388 34.023987401957363,-118.51118706174988 34.023724890296791)"	2960	PALISADES BEACH RD	UNK									176.413459048		176.413459048
"LINESTRING (-118.49748239766134 34.04175244467946,-118.49582626025892 34.040335374425375)"	2961	19TH ST	UNK									719.500235511		719.500235511
"LINESTRING (-118.49568943028051 34.040218085426751,-118.49389389947513 34.038683915076106)"	2962	19TH ST	UNK									779.499999289		779.499999289
"LINESTRING (-118.49375131392259 34.03856170612957,-118.4929277773912 34.037856230923516)"	2963	19TH ST	UNK									358.000489429		358.000489429
"LINESTRING (-118.49071410050938 34.035964954457647,-118.49062192514216 34.035886262434097)"	2964	19TH ST	UNK									39.999998911		39.999998911
"LINESTRING (-118.4929277773912 34.037856230923516,-118.492097341362 34.03714484799098)"	2965	19TH ST	UNK									361.000573241		361.000573241
"LINESTRING (-118.49935586189551 34.043351982131355,-118.49920605071644 34.043224118003842)"	2966	19TH ST	UNK									65.0000287541		65.0000287541
"LINESTRING (-118.49920605071644 34.043224118003842,-118.49761807994226 34.041868748320624)"	2967	19TH ST	UNK									689.000018327		689.000018327
"LINESTRING (-118.4777466390575 34.025166762026757,-118.4759737348846 34.023645189157911)"	2968	19TH ST	UNK									771.502155913		771.502155913
"LINESTRING (-118.4756995949209 34.02341104637005,-118.47540354319709 34.02316015397939)"	2969	19TH ST	UNK									128.000834592		128.000834592
"LINESTRING (-118.49702656479145 34.012106670251121,-118.49851896761572 34.013533441055387)"	2970	PALISADES BEACH RD	UNK									688.591193137		688.591193137
"LINESTRING (-118.49851896761572 34.013533441055387,-118.49702656479145 34.012106670251121)"	2971	PALISADES BEACH RD	UNK									688.591193137		688.591193137
"LINESTRING (-118.48149893392493 33.997346008819527,-118.48270834531071 33.998534140660709)"	2972	SEA COLONY DR	UNK									566.869124471		566.869124471
"LINESTRING (-118.48282285159048 33.998349044645998,-118.48167550662831 33.997221807449094)"	2973	SEA COLONY DR	UNK									537.800216315		537.800216315
"LINESTRING (-118.48316040721785 33.998128649558083,-118.48201019644581 33.996997984966796)"	2974	SEA COLONY DR	UNK									539.313975648		539.313975648
"LINESTRING (-118.48288893504359 33.998414351583484,-118.48282285159048 33.998349044645998)"	2975	SEA COLONY DR	UNK									31.0815714193		31.0815714193
"LINESTRING (-118.48325663719648 33.998167554951763,-118.48322362638443 33.998190525718684)"	2976	SEA COLONY DR	UNK									13.0383523576		13.0383523576
"LINESTRING (-118.48793377495522 34.035452941609392,-118.48784160276654 34.035374247465413)"	2977	20TH ST	UNK									39.999998911		39.999998911
"LINESTRING (-118.48784160276654 34.035374247465413,-118.48646365066408 34.034197759764098)"	2978	20TH ST	TT	2 hr parking 9am to 10pm daily		yes	01/22/13				Implemented	598.000171734	03/25/13	598.000171734
"LINESTRING (-118.48803170775535 34.035536553723929,-118.48793377495522 34.035452941609392)"	2979	20TH ST	UNK									42.4998391315		42.4998391315
"LINESTRING (-118.48941000034405 34.036712783503646,-118.48803170775535 34.035536553723929)"	2980	20TH ST	TT	2 hr parking 9am to 10pm daily		no	01/22/13				Pre-approved (petition needed)	598.000318028		598.000318028
"LINESTRING (-118.48950217548202 34.036791476455846,-118.48941000034405 34.036712783503646)"	2981	20TH ST	UNK									39.999998911		39.999998911
"LINESTRING (-118.47836401693208 34.027265613370041,-118.47698122212024 34.02607973436357)"	2982	20TH ST	UNK									601.50134606		601.50134606
"LINESTRING (-118.49663709014719 34.042432986574255,-118.49498195904839 34.041026601806934)"	2983	20TH ST	UNK									716.50190796		716.50190796
"LINESTRING (-118.49207774501188 34.038540577170252,-118.49125041238916 34.037836265430705)"	2984	20TH ST	UNK									358.500160011		358.500160011
"LINESTRING (-118.49483791992377 34.040903649985317,-118.49304537286241 34.03936512645577)"	2985	20TH ST	UNK									780.002732895		780.002732895
"LINESTRING (-118.49290509264449 34.039244883262278,-118.49207774501188 34.038540577170252)"	2986	20TH ST	UNK									358.500388253		358.500388253
"LINESTRING (-118.49110868833314 34.037715276877648,-118.48986610773952 34.036649549946659)"	2987	20TH ST	UNK									540.501348219		540.501348219
"LINESTRING (-118.48986610773952 34.036649549946659,-118.48977768431284 34.036573568301812)"	2988	20TH ST	UNK									38.5002523894		38.5002523894
"LINESTRING (-118.49849072854411 34.044031358692536,-118.49833719454995 34.043898839787069)"	2989	20TH ST	UNK									67.0009550677		67.0009550677
"LINESTRING (-118.49833719454995 34.043898839787069,-118.49677622943115 34.042552241202614)"	2990	20TH ST	UNK									681.009599857		681.009599857
"LINESTRING (-118.4767980714153 34.025923312897199,-118.47502876983461 34.024414152157064)"	2991	20TH ST	UNK									767.500228178		767.500228178
"LINESTRING (-118.47414102799198 34.023653456973776,-118.47413987579912 34.023652473415773)"	2992	20TH ST	UNK									0.500012023634		0.500012023634
"LINESTRING (-118.47475463108357 34.024180008110328,-118.47425361212417 34.023750110151973)"	2993	20TH ST	UNK									218.000540224		218.000540224
"LINESTRING (-118.47425361212417 34.023750110151973,-118.47414102799198 34.023653456973776)"	2994	20TH ST	UNK									49.0002817263		49.0002817263
"LINESTRING (-118.47401722184986 34.023546726213404,-118.47337515775189 34.022993392881972)"	2995	20TH ST	UNK									280.003030184		280.003030184
"LINESTRING (-118.47413987579912 34.023652473415773,-118.47401722184986 34.023546726213404)"	2996	20TH ST	UNK									53.5004703448		53.5004703448
"LINESTRING (-118.48855263677922 34.037552725439468,-118.48846391827261 34.037476982931217)"	2997	21ST ST	TT	2 hr parking 9am to 10pm daily		no	01/22/13				Pre-approved (petition needed)	38.4999548146		38.4999548146
"LINESTRING (-118.48846391827261 34.037476982931217,-118.48708246632175 34.036297551891167)"	2998	21ST ST	TT	2 hr parking 9am to 10pm daily		no	01/22/13				Pre-approved (petition needed)	599.499979841		599.499979841
"LINESTRING (-118.48708246632175 34.036297551891167,-118.48698914148638 34.036217873657748)"	2999	21ST ST	UNK									40.500010925		40.500010925
"LINESTRING (-118.48698914148638 34.036217873657748,-118.48689696933819 34.036139177887932)"	3000	21ST ST	UNK									40.0002349219		40.0002349219
"LINESTRING (-118.48689696933819 34.036139177887932,-118.48551644751535 34.034959009620245)"	3001	21ST ST	TT	2 hr parking 9am to 10pm daily		yes	01/22/13				Implemented	599.500145222	03/25/13	599.500145222
"LINESTRING (-118.4960306058568 34.031500643411441,-118.49526924103915 34.032115008690397)"	3002	MONTANA AVE	UNK									321.251530162		321.251530162
"LINESTRING (-118.46323465478305 34.03200207071162,-118.46313675089712 34.031918438502025)"	3003	BERKELEY ST	UNK									42.4998391315		42.4998391315
"LINESTRING (-118.46305424400012 34.031832817874424,-118.46198182617593 34.030916584442721)"	3004	BERKELEY ST	UNK									465.573211749		465.573211749
"LINESTRING (-118.46516943203414 34.029773991821678,-118.46468096242499 34.030007301683646)"	3005	OLYMPIC BLVD	UNK									170.627992903		170.627992903
"LINESTRING (-118.4877451035873 34.014024673020828,-118.48729665523071 34.01442563753411)"	3006	OLYMPIC BLVD	UNK									199.403585699		199.403585699
"LINESTRING (-118.48788093299474 34.013903224501099,-118.4877451035873 34.014024673020828)"	3007	OLYMPIC BLVD	UNK									60.3973105152		60.3973105152
"LINESTRING (-118.48816767578442 34.013747954798909,-118.48788093299474 34.013903224501099)"	3008	OLYMPIC BLVD	UNK									103.653875205		103.653875205
"LINESTRING (-118.4883941495813 34.013625319574942,-118.48816767578442 34.013747954798909)"	3009	OLYMPIC BLVD	UNK									81.8676668504		81.8676668504
"LINESTRING (-118.49579563981585 34.043127650005772,-118.49413318049633 34.041704175165613)"	3010	21ST ST	UNK									722.500620838		722.500620838
"LINESTRING (-118.49123065299254 34.039222519068275,-118.49040072025842 34.038516473897516)"	3011	21ST ST	UNK									359.500520102		359.500520102
"LINESTRING (-118.49026245404023 34.038398435459023,-118.48901928235937 34.037333179090695)"	3012	21ST ST	UNK									540.501102102		540.501102102
"LINESTRING (-118.48901928235937 34.037333179090695,-118.48892394581605 34.037251295407202)"	3013	21ST ST	UNK									41.5000894656		41.5000894656
"LINESTRING (-118.49399980867793 34.041589835249781,-118.49219887102021 34.040046595850519)"	3014	21ST ST	UNK									783.001589888		783.001589888
"LINESTRING (-118.49206175236488 34.039929542849585,-118.49123065299254 34.039222519068275)"	3015	21ST ST	UNK									360.000767223		360.000767223
"LINESTRING (-118.49748761471656 34.044571327501522,-118.49592931294484 34.043241748723574)"	3016	21ST ST	UNK									675.99979432		675.99979432
"LINESTRING (-118.49763166404833 34.044694276185162,-118.49748761471656 34.044571327501522)"	3017	21ST ST	UNK									62.5001885439		62.5001885439
"LINESTRING (-118.47409974521945 34.025112594592983,-118.47400529408418 34.02503192190872)"	3018	21ST ST	UNK									41.0000310358		41.0000310358
"LINESTRING (-118.47400529408418 34.02503192190872,-118.4728039342214 34.024005802416568)"	3019	21ST ST	UNK									521.500038118		521.500038118
"LINESTRING (-118.47475169474642 34.025669428381164,-118.47451556411015 34.025467748252417)"	3020	21ST ST	UNK									102.499959552		102.499959552
"LINESTRING (-118.48941314988755 34.013073522583582,-118.4883941495813 34.013625319574942)"	3021	OLYMPIC BLVD	UNK									368.359861667		368.359861667
"LINESTRING (-118.49821126397028 34.019187803909468,-118.4974538081572 34.019802951271743)"	3022	WILSHIRE BLVD	UNK									320.625071411		320.625071411
"LINESTRING (-118.47716512738424 33.999673573387234,-118.47659137700991 33.999107134399303)"	3023	4TH ST	UNK									269.696901552		269.696901552
"LINESTRING (-118.47957758228134 33.998004383567491,-118.47923761559109 33.997674094607682)"	3024	MAIN ST	UNK									158.323960092		158.323960092
"LINESTRING (-118.46320234097156 34.031865216231751,-118.46313675089712 34.031918438502025)"	3025	NEBRASKA AVE	UNK									27.7502260068		27.7502260068
"LINESTRING (-118.48063990116441 33.999064432755581,-118.48016906132754 33.998594799796066)"	3026	MAIN ST	UNK									222.659505171		222.659505171
"LINESTRING (-118.46777456354143 34.025437706986352,-118.4675953687622 34.025285800048422)"	3027	HIGH PL	UNK									77.4876698918		77.4876698918
"LINESTRING (-118.4675953687622 34.025285800048422,-118.46756418266411 34.025259362497501)"	3028	HIGH PL	UNK									13.4856707153		13.4856707153
"LINESTRING (-118.46372335340639 34.025398997541991,-118.46308078286059 34.024844146560284)"	3029	27TH ST	UNK									280.503988206		280.503988206
"LINESTRING (-118.49851896761572 34.013533441055387,-118.49722666458538 34.012533339320186)"	3030	STATE ROUTE 163 HWY	UNK									534.64479238		534.64479238
"LINESTRING (-118.4954414180216 34.01101241141545,-118.49543740043738 34.011007997757545,-118.49543338393086 34.011003583193592,-118.49542821515594 34.010998185275454,-118.495424492778 34.01099353149835,-118.495420771483 34.010988877716727,-118.49541589791991 34.010983240580792,-118.49540845424966 34.010973933021312,-118.4954047318739 34.010969279243618,-118.49539956310292 34.010963881324244,-118.49539554660051 34.010959466759076,-118.49539123381652 34.010955293218373,-118.49538606504728 34.010949895298403,-118.49538175225894 34.010945720855865,-118.49537628828611 34.010940563054163,-118.49537197549874 34.010936388611285,-118.49536766379966 34.010932215065303,-118.49536219982325 34.010927056361453,-118.49535759183247 34.010923122036701,-118.49535327905225 34.010918948494641,-118.49534751987284 34.010914029908754,-118.49534320817081 34.010909855460397,-118.49533889539194 34.010905681917862,-118.49533343142438 34.010900524114227,-118.49532941384595 34.010896109551275,-118.49532539735583 34.010891695885263,-118.49532022859479 34.010886297962507,-118.49531889752262 34.010877783006507)"	3031	STATE ROUTE 163 HWY	UNK									61.9914863799		61.9914863799
"LINESTRING (-118.46150981362263 34.011816473617245,-118.46094243293479 34.011141209554538)"	3032	21ST ST	Y	"2HR Parking 8AM-6PM Monday-Friday, except by permit"		no	04/26/11				Pre-approved (petition needed)	299.926935707		299.926935707
"LINESTRING (-118.46082900586347 34.011006885763997,-118.46025440147413 34.010327897540677)"	3033	21ST ST	Y	"2HR Parking 8AM-6PM Monday-Friday, except by permit"		no	04/26/11				Pre-approved (petition needed)	302.295169741		302.295169741
"LINESTRING (-118.46014354406377 34.010197244288214,-118.45957181458613 34.009521683990059)"	3034	21ST ST	Y	"2HR Parking 8AM-6PM Monday-Friday, except by permit"		no	04/26/11				Pre-approved (petition needed)	300.774525547		300.774525547
"LINESTRING (-118.45946039917192 34.009389566354194,-118.4588159997317 34.008623350393059)"	3035	21ST ST	Y	"2HR Parking 8AM-6PM Monday-Friday, except by permit"		no	04/26/11				Pre-approved (petition needed)	340.431587169		340.431587169
"LINESTRING (-118.49621428347908 34.011444083542813,-118.49544631176646 34.010958538965845,-118.49531889752262 34.010877783006507)"	3036	STATE ROUTE 163 HWY	UNK									340.744384044		340.744384044
"LINESTRING (-118.49683450884092 34.011901850264067,-118.49621428347908 34.011444083542813)"	3037	STATE ROUTE 163 HWY	UNK									251.163765469		251.163765469
"LINESTRING (-118.49722666458538 34.012533339320186,-118.49669774248406 34.012055150520723)"	3038	STATE ROUTE 163 HWY	UNK									236.596394785		236.596394785
"LINESTRING (-118.49037852559498 34.039908532360336,-118.48955668791064 34.039207424071641)"	3039	21ST PL	UNK									356.500053275		356.500053275
"LINESTRING (-118.4931517263765 34.042278338983905,-118.49135247549897 34.040739476818338)"	3040	21ST PL	UNK									781.500145329		781.500145329
"LINESTRING (-118.49121420426502 34.040621439456132,-118.49037852559498 34.039908532360336)"	3041	21ST PL	UNK									362.500229301		362.500229301
"LINESTRING (-118.48941496506414 34.039086433517411,-118.48817498503571 34.038022416733348)"	3042	21ST PL	UNK									539.501717309		539.501717309
"LINESTRING (-118.48817498503571 34.038022416733348,-118.48807849597468 34.037939548052989)"	3043	21ST PL	UNK									42.000335486		42.000335486
"LINESTRING (-118.49706268097181 34.04618873178935,-118.49699353732014 34.046129716829817)"	3044	21ST PL	UNK									29.9997102429		29.9997102429
"LINESTRING (-118.49699353732014 34.046129716829817,-118.49659480637128 34.045789393113246)"	3045	21ST PL	UNK									173.000144643		173.000144643
"LINESTRING (-118.49659480637128 34.045789393113246,-118.49642540355717 34.045644805028509)"	3046	21ST PL	UNK									73.5000373051		73.5000373051
"LINESTRING (-118.49669774248406 34.012055150520723,-118.49666631640855 34.012030776080394,-118.49662100788299 34.011998484662634,-118.49657448894968 34.011969094843828,-118.49654152768628 34.011949805942649,-118.49649146632608 34.011923293944058,-118.49643904226352 34.011898701096335,-118.4963859981942 34.011876529597565,-118.49634828299506 34.011863020109637)"	3047	STATE ROUTE 163 HWY	UNK									127.636672937		127.636672937
"LINESTRING (-118.49531889752262 34.010877783006507,-118.49531189824168 34.010877709855613,-118.49530643427761 34.010872552050778,-118.49530182737502 34.010868617719446,-118.49529751459501 34.010864443273924,-118.4952920506327 34.010859285468435,-118.49528744264896 34.010855351141011,-118.49528197868787 34.010850193335067,-118.49527737070514 34.010846259007209,-118.49527276380532 34.010842324674819,-118.49526729875807 34.010837165971139,-118.49526298706932 34.010832992421442)"	3048	STATE ROUTE 163 HWY	UNK									24.141493159		24.141493159
"LINESTRING (-118.49526298706932 34.010832992421442,-118.49520949962928 34.010801585992454,-118.49515394578501 34.010771858563601,-118.49509573404302 34.010744290372322,-118.49501803021593 34.010713360030834,-118.49495651306081 34.010692314419998,-118.49487316966813 34.010667883747416,-118.49480893533593 34.01065288318344,-118.49472748487261 34.010638430064773)"	3049	STATE ROUTE 163 HWY	UNK									178.632172345		178.632172345
"LINESTRING (-118.49586052417777 34.011479987762023,-118.4954414180216 34.01101241141545)"	3050	STATE ROUTE 163 HWY	UNK									212.337711345		212.337711345
"LINESTRING (-118.49634828299506 34.011863020109637,-118.4962998766816 34.011842840829374,-118.49624080673317 34.011814049721856,-118.49618498518382 34.011782619958531,-118.49613126083034 34.011747568192028,-118.49608107900896 34.011709638563183,-118.4960453689305 34.011679147517384,-118.49599994121115 34.011635437500807,-118.49596006539181 34.011591057351922)"	3051	STATE ROUTE 163 HWY	UNK									155.499441506		155.499441506
"LINESTRING (-118.49587027142222 34.011491261998088,-118.49586539779968 34.01148562488013,-118.49586052417777 34.011479987762023)"	3052	STATE ROUTE 163 HWY	UNK									5.05569777076		5.05569777076
"LINESTRING (-118.49596006539181 34.011591057351922,-118.49587027142222 34.011491261998088)"	3053	STATE ROUTE 163 HWY	UNK									45.3817992958		45.3817992958
"LINESTRING (-118.49472748487261 34.010638430064773,-118.49464390867874 34.010629542671481,-118.49454013245557 34.010625544977266,-118.49443653605108 34.010629078791517,-118.49435065828872 34.010637411849324)"	3054	STATE ROUTE 163 HWY	UNK									114.643836587		114.643836587
"LINESTRING (-118.48726958330047 34.038757400144995,-118.48717510407353 34.038676738607194)"	3055	22ND ST	UNK									40.9997950144		40.9997950144
"LINESTRING (-118.49224691404788 34.043012880549412,-118.49045552207264 34.041475301791017)"	3056	22ND ST	UNK									779.502723137		779.502723137
"LINESTRING (-118.49031494562921 34.041355295686607,-118.4894766976211 34.040638712681421)"	3057	22ND ST	UNK									363.999921935		363.999921935
"LINESTRING (-118.48851488077936 34.039817109827759,-118.48726958330047 34.038757400144995)"	3058	22ND ST	UNK									539.500842372		539.500842372
"LINESTRING (-118.4894766976211 34.040638712681421,-118.48865199428886 34.039934166855794)"	3059	22ND ST	UNK									358.00028669		358.00028669
"LINESTRING (-118.48760996413377 34.038321812312319,-118.48751894164059 34.038244101340297)"	3060	22ND ST	UNK									39.4999869186		39.4999869186
"LINESTRING (-118.48751894164059 34.038244101340297,-118.48613749034466 34.037064659440674)"	3061	22ND ST	TT	2 hr parking 9am to 10pm daily		no	01/22/13				Pre-approved (petition needed)	599.499979851		599.499979851
"LINESTRING (-118.48613749034466 34.037064659440674,-118.48604647059159 34.036986948265287)"	3062	22ND ST	UNK									39.4997509077		39.4997509077
"LINESTRING (-118.48604647059159 34.036986948265287,-118.48595228877781 34.036906044784814)"	3063	22ND ST	UNK									41.0005440527		41.0005440527
