OBJECTID,RECNUM,LATITUDE,LONGITUDE,ADDRESS,ROUTE,ROUTE_AHEA,ROUTE_BACK,LIB__CODE,LIB__CODE_,LIB__DESCR,LIB__TEXT,DAY1_RESTR,DAY2_RESTR,TIME1_REST,TIME2_REST,MEMO,REFLECTIVI,VISIBILITY,SPEED_LIMI
12014,12014,34.031272,-118.473745,2499,BROADWAY,PARK DR,25 ST,R81-1,D11-1,Bike Lane,BIKE LANE, , , , , ,Very Good,Very Good,0
12015,12015,34.022504,-118.481357,1509,COLORADO AVE,15 ST,16 ST,AR100-2, ,On-Street Parking Permit Valid In This Block,On-Street Parking Permit Valid In This Block, , , , , ,Very Good,Very Good,0
12016,12016,34.022504,-118.481357,1509,COLORADO AVE,15 ST,16 ST,R2-STD,R2-1,Speed Limit [00],SPEED LIMIT [00], , , , ,35 mph,Very Good,Very Good,35
12017,12017,34.006843,-118.48425,2233,04 ST,PACIFIC ST,STRAND ST,R2-STD,R2-1,Speed Limit [00],SPEED LIMIT [00], , , , ,30 mph,Very Good,Very Good,30
12018,12018,34.018303,-118.479306,1355,MICHIGAN AVE,EUCLID ST,14 ST,R20B-STD,R5-2,No Trucks Symbol, , , , , , ,Poor,Poor,0
12019,12019,34.020175,-118.500104,330,CALIFORNIA AVE,04 ST,03 CT.,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Very Good,Very Good,0
12020,12020,34.022408,-118.481498,1501,COLORADO AVE,15 ST,16 ST,AR100-2, ,On-Street Parking Permit Valid In This Block,On-Street Parking Permit Valid In This Block, , , , , ,Very Good,Very Good,0
12021,12021,34.018185,-118.479462,1347,MICHIGAN AVE,EUCLID ST,14 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),THURS, ,2:00 PM - 4:00 PM, , ,Poor,Very Good,0
12022,12022,34.006954,-118.484346,2231,04 ST,PACIFIC ST,STRAND ST,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
12023,12023,34.01799,-118.479704,1343,MICHIGAN AVE,EUCLID ST,14 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),THURS, ,2:00 PM - 4:00 PM, , ,Acceptable,Very Good,0
12024,12024,34.017867,-118.479859,1301,MICHIGAN AVE,EUCLID ST,14 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),THURS, ,2:00 PM - 4:00 PM, , ,Very Good,Very Good,0
12025,12025,34.017867,-118.479859,1301,MICHIGAN AVE,EUCLID ST,14 ST,R99, ,Handicapped Parking Only,PARKING ONLY, , , , , ,Very Good,Very Good,0
12026,12026,34.030806,-118.474319,2409,BROADWAY,PARK DR,25 ST,R10-1, ,One Way Arrow (Rt. or Lt),ONE WAY, , , , ,Left Arrow,Very Good,Very Good,0
12027,12027,34.006993,-118.484463,2225,04 ST,PACIFIC ST,STRAND ST,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
12028,12028,34.030687,-118.474499,2409,BROADWAY,24 ST,PARK DR,R10-1, ,One Way Arrow (Rt. or Lt),ONE WAY, , , , ,Left Arrow,Very Good,Very Good,0
12029,12029,34.030687,-118.474499,2409,BROADWAY,24 ST,PARK DR,R81-1,D11-1,Bike Lane,BIKE LANE, , , , , ,Very Good,Poor,0
12030,12030,34.007177,-118.484585,2225,04 ST,PACIFIC ST,STRAND ST,W17-STD,W3-1A,Stop Ahead symbol, , , , , , ,Very Good,Very Good,0
12031,12031,34.017543,-118.480246,1239,MICHIGAN AVE,12 ST,EUCLID ST,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,2:00 PM - 4:00 PM, , ,Poor,Very Good,0
12032,12032,34.017258,-118.480598,1221,MICHIGAN AVE,12 ST,EUCLID ST,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,2:00 PM - 4:00 PM, , ,Acceptable,Acceptable,0
12033,12033,34.017072,-118.480845,1205,MICHIGAN AVE,12 ST,EUCLID ST,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,2:00 PM - 4:00 PM, , ,Poor,Acceptable,0
12034,12034,34.007431,-118.484839,2211,04 ST,PACIFIC ST,STRAND ST,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
12035,12035,34.016749,-118.481236,1127,MICHIGAN AVE,11 ST,12 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),THURS, ,2:00 PM - 4:00 PM, , ,Acceptable,Poor,0
12036,12036,34.030215,-118.475058,2401,BROADWAY,CLOVERFIELD BLVD,24 ST,R81-1,D11-1,Bike Lane,BIKE LANE, , , , , ,Very Good,Very Good,0
12037,12037,34.016626,-118.481383,1115,MICHIGAN AVE,11 ST,12 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,2:00 PM - 4:00 PM, , ,Very Good,Very Good,0
12038,12038,34.007583,-118.484992,2209,04 ST,PACIFIC ST,PACIFIC ST,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
12039,12039,34.021572,-118.482517,1401,COLORADO AVE,14 ST,15 ST,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Right Arrow,Very Good,Very Good,0
12040,12040,34.016456,-118.481597,1105,MICHIGAN AVE,11 ST,12 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,2:00 PM - 4:00 PM, , ,Acceptable,Very Good,0
12041,12041,34.007491,-118.484967,2205,04 ST,PACIFIC ST,PACIFIC ST,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
12042,12042,34.007974,-118.485384,2109,04 ST,BAY ST,PACIFIC ST,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
12043,12043,34.021344,-118.482807,1331,COLORADO AVE,EUCLID ST,14 ST,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Left Arrow,Acceptable,Poor,0
12044,12044,34.029782,-118.475607,2399,BROADWAY,23 ST,CLOVERFIELD BLVD,R62A-STD,R10-4,Push Button For Walk Signal (arrow),PUSH BUTTON FOR WALK SIGNAL, , , , ,Left Arrow,Very Good,Very Good,0
12045,12045,34.016016,-118.482147,1039,MICHIGAN AVE,10 ST,11 ST,R20B-STD,R5-2,No Trucks Symbol, , , , , , ,Very Good,Very Good,0
12046,12046,34.015826,-118.482362,1021,MICHIGAN AVE,10 ST,11 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,2:00 PM - 4:00 PM, , ,Very Good,Very Good,0
12047,12047,34.02967,-118.475736,2317,BROADWAY,23 ST,CLOVERFIELD BLVD,R81-1,D11-1,Bike Lane,BIKE LANE, , , , , ,Very Good,Very Good,0
12048,12048,34.008001,-118.485483,2045,04 ST,BAY ST,PACIFIC ST,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
12049,12049,34.008147,-118.485569,2045,04 ST,BAY ST,PACIFIC ST,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
12050,12050,34.008147,-118.485569,2045,04 ST,BAY ST,PACIFIC ST,R1-4,R1-4,All Way,ALL WAY, , , , , ,Very Good,Very Good,0
12051,12051,34.015582,-118.482682,1001,MICHIGAN AVE,10 ST,11 ST,AR100B-1, ,Handicapped Parking Only Unathorized Vehicles Not Display ...,Handicapped Parking Only Unathorized Vehicles Not Display ..., , , , , ,Acceptable,Poor,0
12052,12052,34.015582,-118.482682,1001,MICHIGAN AVE,10 ST,11 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,2:00 PM - 4:00 PM, , ,Poor,Very Good,0
12053,12053,34.008297,-118.485719,2025,04 ST,BAY ST,PACIFIC ST,AG1, ,Big Blue Bus,Big Blue Bus, , , , , ,Very Good,Very Good,0
12054,12054,34.015169,-118.483179,937,MICHIGAN AVE,09 ST,10 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),THURS, ,3:00 PM - 5:00 PM, , ,Acceptable,Very Good,0
12055,12055,34.02944,-118.476014,2299,BROADWAY,21 ST,23 ST,R10-1, ,One Way Arrow (Rt. or Lt),ONE WAY, , , , ,Left Arrow,Very Good,Very Good,0
12056,12056,34.008426,-118.485851,2021,04 ST,BAY ST,PACIFIC ST,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
12057,12057,34.008384,-118.486073,2015,04 ST,BAY ST,PACIFIC ST,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
12058,12058,34.029357,-118.476125,2231,BROADWAY,21 ST,23 ST,R81-1,D11-1,Bike Lane,BIKE LANE, , , , , ,Very Good,Poor,0
12059,12059,34.015089,-118.483278,913,MICHIGAN AVE,09 ST,10 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),THURS, ,3:00 PM - 5:00 PM, , ,Poor,Poor,0
12060,12060,34.008747,-118.48616,2007,04 ST,BAY ST,PACIFIC ST,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
12061,12061,34.008625,-118.486143,2007,04 ST,BAY ST,PACIFIC ST,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
12062,12062,34.014788,-118.483664,905,MICHIGAN AVE,09 ST,10 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),THURS, ,3:00 PM - 5:00 PM, , ,Acceptable,Very Good,0
12063,12063,34.008843,-118.486259,2003,04 ST,BAY ST,PACIFIC ST,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,10:00 AM - 12:00 NOON, , ,Very Good,Very Good,0
12064,12064,34.028987,-118.476591,2225,BROADWAY,21 ST,23 ST,R2-STD,R2-1,Speed Limit [00],SPEED LIMIT [00], , , , ,30 mph,Very Good,Very Good,30
12065,12065,34.014349,-118.484185,819,MICHIGAN AVE,LINCOLN BLVD,09 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),MON, ,2:00 PM - 4:00 PM, , ,Very Good,Very Good,0
12066,12066,34.014293,-118.48425,813,MICHIGAN AVE,LINCOLN BLVD,09 ST,W41-1,W3-3,Signal Ahead symbol, , , , , , ,Very Good,Very Good,0
12067,12067,34.014053,-118.484561,801,MICHIGAN AVE,LINCOLN BLVD,09 ST,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Right Arrow,Very Good,Very Good,0
12068,12068,34.02834,-118.477386,2035,BROADWAY,20 ST,21 ST,R81-1,D11-1,Bike Lane,BIKE LANE, , , , , ,Very Good,Very Good,0
12069,12069,34.0095,-118.486955,1909,04 ST,PICO BLVD,BAY ST,AG5, ,The Tide Shuttle,The Tide Shuttle, , , , , ,Very Good,Very Good,0
12070,12070,34.0095,-118.486955,1909,04 ST,PICO BLVD,BAY ST,W63-STD,S1-1,Advance School symbol, , , , , , ,Very Good,Very Good,0
12071,12071,34.0095,-118.486955,1909,04 ST,PICO BLVD,BAY ST,W65-STD1,S4-3,School,SCHOOL, , , , , ,Very Good,Very Good,0
12072,12072,34.013756,-118.484941,757,MICHIGAN AVE,07 ST,LINCOLN BLVD,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Left Arrow,Very Good,Very Good,0
12073,12073,34.009576,-118.487039,1903,04 ST,PICO BLVD,BAY ST,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Right Arrow,Very Good,Poor,0
12074,12074,34.019608,-118.484957,1109,COLORADO AVE,11 ST,12 ST,AR100-2, ,On-Street Parking Permit Valid In This Block,On-Street Parking Permit Valid In This Block, , , , , ,Very Good,Very Good,0
12075,12075,34.009803,-118.487279,1847,04 ST,OLYMPIC BLVD,PICO BLVD,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Left Arrow,Very Good,Poor,0
12076,12076,34.013446,-118.48533,719,MICHIGAN AVE,07 ST,LINCOLN BLVD,AR30-5, ,No Parking Passenger Loading Zone,No Parking Passenger Loading Zone,SCHOOL DAYS, ,7:00 AM - 5:00 PM, ,"Left Arrow; 10 Hr/Min",Very Good,Poor,0
12077,12077,34.019392,-118.485234,1101,COLORADO AVE,11 ST,12 ST,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Right Arrow,Very Good,Very Good,0
12078,12078,34.013289,-118.485529,707,MICHIGAN AVE,07 ST,LINCOLN BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),THURS, ,3:00 PM - 5:00 PM, , ,Very Good,Very Good,0
12079,12079,34.013289,-118.485529,707,MICHIGAN AVE,07 ST,LINCOLN BLVD,AR30-5, ,No Parking Passenger Loading Zone,No Parking Passenger Loading Zone,SCHOOL DAYS, ,7:00 AM - 5:00 PM, ,"Left Arrow; 10 Hr/Min",Very Good,Very Good,0
12080,12080,34.019072,-118.485594,1031,COLORADO AVE,10 ST,11 ST,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Left Arrow,Very Good,Very Good,0
12081,12081,34.010055,-118.487582,1841,04 ST,OLYMPIC BLVD,PICO BLVD,AG1, ,Big Blue Bus,Big Blue Bus, , , , , ,Very Good,Very Good,0
12082,12082,34.010055,-118.487582,1841,04 ST,OLYMPIC BLVD,PICO BLVD,AG5, ,The Tide Shuttle,The Tide Shuttle, , , , , ,Very Good,Very Good,0
12083,12083,34.019022,-118.485657,1025,COLORADO AVE,10 ST,11 ST,AG1, ,Big Blue Bus,Big Blue Bus, , , , , ,Very Good,Very Good,0
12084,12084,34.01318,-118.485674,701,MICHIGAN AVE,07 ST,LINCOLN BLVD,R1-STD,R1-1,STOP sign,STOP, , , , , ,Very Good,Very Good,0
12085,12085,34.018982,-118.485726,1021,COLORADO AVE,10 ST,11 ST,R2-STD,R2-1,Speed Limit [00],SPEED LIMIT [00], , , , ,35 mph,Very Good,Very Good,35
12086,12086,34.010306,-118.48786,1837,04 ST,OLYMPIC BLVD,PICO BLVD,AR37-3, ,No Stopping Any Time - Tow Away,No Stopping Any Time - Tow Away, , , , ,Both Arrow,Very Good,Very Good,0
12087,12087,34.010306,-118.48786,1837,04 ST,OLYMPIC BLVD,PICO BLVD,R2-STD,R2-1,Speed Limit [00],SPEED LIMIT [00], , , , ,30 mph,Very Good,Very Good,30
12088,12088,34.026935,-118.479111,1925,BROADWAY,19 ST,20 ST,R2-STD,R2-1,Speed Limit [00],SPEED LIMIT [00], , , , ,30 mph,Very Good,Very Good,30
12089,12089,34.018746,-118.486014,1007,COLORADO AVE,10 ST,11 ST,AR100-2, ,On-Street Parking Permit Valid In This Block,On-Street Parking Permit Valid In This Block, , , , , ,Very Good,Very Good,0
12090,12090,34.010826,-118.488448,1817,04 ST,OLYMPIC BLVD,PICO BLVD,AG1, ,Big Blue Bus,Big Blue Bus, , , , , ,Very Good,Very Good,0
12091,12091,34.010826,-118.488448,1817,04 ST,OLYMPIC BLVD,PICO BLVD,AR37-3, ,No Stopping Any Time - Tow Away,No Stopping Any Time - Tow Away, , , , ,Both Arrow,Very Good,Very Good,0
12092,12092,34.013215,-118.485323,706,MICHIGAN AVE,LINCOLN BLVD,07 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,3:00 PM - 5:00 PM, , ,Poor,Poor,0
12093,12093,34.013333,-118.485196,712,MICHIGAN AVE,LINCOLN BLVD,07 ST,W41-1,W3-3,Signal Ahead symbol, , , , , , ,Poor,Very Good,0
12094,12094,34.013505,-118.484982,720,MICHIGAN AVE,LINCOLN BLVD,07 ST,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES],TUES, ,3:00 AM - 5:00 AM, , ,Poor,Poor,0
12095,12095,34.013646,-118.484813,742,MICHIGAN AVE,LINCOLN BLVD,07 ST,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Right Arrow,Very Good,Very Good,0
12096,12096,34.017863,-118.487093,921,COLORADO AVE,09 ST,10 ST,AR100-2, ,On-Street Parking Permit Valid In This Block,On-Street Parking Permit Valid In This Block, , , , , ,Very Good,Very Good,0
12097,12097,34.011413,-118.489129,1717,04 ST,OLYMPIC BLVD,PICO BLVD,AR62D-1, ,Pedestrian and Arrow Symbols, , , , , ,Right Arrow,Very Good,Very Good,0
12098,12098,34.011524,-118.489268,1711,04 ST,OLYMPIC BLVD,PICO BLVD,AR37-3, ,No Stopping Any Time - Tow Away,No Stopping Any Time - Tow Away, , , , ,Both Arrow,Very Good,Poor,0
12099,12099,34.011589,-118.489341,1707,04 ST,OLYMPIC BLVD,PICO BLVD,R11-CON,R5-1,Do Not Enter,DO NOT ENTER, , , , , ,Very Good,Poor,0
12100,12100,34.017468,-118.487588,827,COLORADO AVE,LINCOLN BLVD,09 ST,AG34B, ,Large Arrow Right, , , , , ,Left Arrow,Very Good,Very Good,0
12101,12101,34.017468,-118.487588,827,COLORADO AVE,LINCOLN BLVD,09 ST,G27-2-1, ,Interstate Shield for Independent Use - 2 digits,INTERSTATE/[CALIFORNIA]/[00], , , , , ,Very Good,Very Good,0
12102,12102,34.017468,-118.487588,827,COLORADO AVE,LINCOLN BLVD,09 ST,G59-1,M4-5,To,TO, , , , , ,Very Good,Very Good,0
12103,12103,34.011614,-118.489374,1707,04 ST,OLYMPIC BLVD,PICO BLVD,R11-CON,R5-1,Do Not Enter,DO NOT ENTER, , , , , ,Very Good,Poor,0
12104,12104,34.026572,-118.479579,1833,BROADWAY,18 ST,19 ST,R81-1,D11-1,Bike Lane,BIKE LANE, , , , , ,Very Good,Very Good,0
12105,12105,34.011689,-118.489459,1705,04 ST,OLYMPIC BLVD,PICO BLVD,AR37-3, ,No Stopping Any Time - Tow Away,No Stopping Any Time - Tow Away, , , , ,Both Arrow,Very Good,Very Good,0
12106,12106,34.011689,-118.489459,1705,04 ST,OLYMPIC BLVD,PICO BLVD,G27-1-1, ,Interstate Shield on Guide Signs - 2 digits,INTERSTATE/[00], , , , , ,Very Good,Very Good,0
12107,12107,34.011803,-118.489594,1703,04 ST,OLYMPIC BLVD,PICO BLVD,AR37-3, ,No Stopping Any Time - Tow Away,No Stopping Any Time - Tow Away, , , , ,Both Arrow,Very Good,Very Good,0
12108,12108,34.017022,-118.488141,801,COLORADO AVE,LINCOLN BLVD,09 ST,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Right Arrow,Very Good,Very Good,0
12109,12109,34.025968,-118.480374,1801,BROADWAY,18 ST,19 ST,R81-1,D11-1,Bike Lane,BIKE LANE, , , , , ,Very Good,Very Good,0
12110,12110,34.013861,-118.484546,800,MICHIGAN AVE,09 ST,LINCOLN BLVD,R62D-STD,R10-4B,Push Button For (pedestrian symbol)/Arrow,PUSH BUTTON FOR, , , , ,Left Arrow,Very Good,Very Good,0
12111,12111,34.025832,-118.480525,1737,BROADWAY,17 ST,18 ST,R81-1,D11-1,Bike Lane,BIKE LANE, , , , , ,Very Good,Very Good,0
12112,12112,34.025832,-118.480525,1737,BROADWAY,17 ST,18 ST,SW44-STD, ,Arrow 45 degrees down left, , , , , ,Left Arrow,Questionable,Poor,0
12113,12113,34.025832,-118.480525,1737,BROADWAY,17 ST,18 ST,W54-1,W11A-2,Pedestrian Crossing symbol, , , , , , ,Questionable,Poor,0
12114,12114,34.014115,-118.484253,806,MICHIGAN AVE,09 ST,LINCOLN BLVD,R31-1.1, ,No Parking (times)/ [0] Hour Parking (times),NO PARKING [TIMES]/[0] HOUR PARKING [TIMES],TUES, ,1:00 PM - 3:00 PM,9:00 AM - 6:00 PM, ,Poor,Very Good,0
12115,12115,34.01426,-118.484074,810,MICHIGAN AVE,09 ST,LINCOLN BLVD,R20B-STD,R5-2,No Trucks Symbol, , , , , , ,Poor,Very Good,0
12116,12116,34.01429,-118.484031,826,MICHIGAN AVE,09 ST,LINCOLN BLVD,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Poor,Very Good,0
12117,12117,34.025227,-118.481215,1701,BROADWAY,17 ST,18 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,3:00 AM - 5:00 AM, , ,Very Good,Very Good,0
12118,12118,34.014661,-118.483585,910,MICHIGAN AVE,10 ST,09 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Poor,Very Good,0
12119,12119,34.014946,-118.483221,926,MICHIGAN AVE,10 ST,09 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Poor,Very Good,0
12120,12120,34.024944,-118.481559,1629,BROADWAY,16 ST,17 ST,R81-1,D11-1,Bike Lane,BIKE LANE, , , , , ,Very Good,Very Good,0
12121,12121,34.015023,-118.483127,936,MICHIGAN AVE,10 ST,09 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Poor,Poor,0
12122,12122,34.015471,-118.482584,1006,MICHIGAN AVE,11 ST,10 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Poor,Very Good,0
12123,12123,34.015538,-118.482488,1010,MICHIGAN AVE,11 ST,10 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Poor,Very Good,0
12124,12124,34.02477,-118.481792,1613,BROADWAY,16 ST,17 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,3:00 AM - 5:00 AM, , ,Very Good,Very Good,0
12125,12125,34.015766,-118.48221,1022,MICHIGAN AVE,11 ST,10 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Very Good,Very Good,0
12126,12126,34.016178,-118.481697,1100,MICHIGAN AVE,12 ST,11 ST,R20B-STD,R5-2,No Trucks Symbol, , , , , , ,Poor,Poor,0
12127,12127,34.016285,-118.481581,1112,MICHIGAN AVE,12 ST,11 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Very Good,Very Good,0
12128,12128,34.024225,-118.482456,1525,BROADWAY,15 ST,16 ST,R81-1,D11-1,Bike Lane,BIKE LANE, , , , , ,Poor,Very Good,0
12129,12129,34.016586,-118.481193,1130,MICHIGAN AVE,12 ST,11 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Poor,Very Good,0
12130,12130,34.024011,-118.482731,1525,BROADWAY,15 ST,16 ST,R2-STD,R2-1,Speed Limit [00],SPEED LIMIT [00], , , , ,30 mph,Very Good,Very Good,30
12131,12131,34.016691,-118.481071,1118,MICHIGAN AVE,12 ST,11 ST,AR100B-1, ,Handicapped Parking Only Unathorized Vehicles Not Display ...,Handicapped Parking Only Unathorized Vehicles Not Display ..., , , , , ,Very Good,Very Good,0
12132,12132,34.023655,-118.483189,1501,BROADWAY,15 ST,16 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),WED, ,3:00 AM - 5:00 AM, , ,Very Good,Very Good,0
12133,12133,34.017173,-118.480466,1212,MICHIGAN AVE,EUCLID ST,12 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Poor,Very Good,0
12134,12134,34.023444,-118.483424,1451,BROADWAY,14 ST,15 ST,R81-1,D11-1,Bike Lane,BIKE LANE, , , , , ,Very Good,Very Good,0
12135,12135,34.017407,-118.480183,1228,MICHIGAN AVE,EUCLID ST,12 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Poor,Very Good,0
12136,12136,34.023113,-118.483827,1451,BROADWAY,14 ST,15 ST,R35T, , , , , , , ,Thru & Both Arrow,Acceptable,Poor,0
12137,12137,34.017853,-118.479645,1308,MICHIGAN AVE,14 ST,EUCLID ST,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Very Good,Very Good,0
12138,12138,34.017914,-118.479574,1320,MICHIGAN AVE,14 ST,EUCLID ST,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Very Good,Very Good,0
12139,12139,34.01813,-118.479311,1332,MICHIGAN AVE,14 ST,EUCLID ST,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Very Good,Very Good,0
12140,12140,34.031294,-118.470863,2636,COLORADO AVE,STEWART ST,26 ST,R17-STD,R3-2,No Left Turn Symbol, , , , , , ,Very Good,Very Good,0
12141,12141,34.031294,-118.470863,2636,COLORADO AVE,STEWART ST,26 ST,R82B.1, ,Times/Days,[5AM-7AM] [6PM-8PM] [MON-FRI], , ,7:00 AM - 9:00 AM,4:00 PM - 6:00 PM, ,Very Good,Very Good,0
12142,12142,34.018489,-118.478852,1400,MICHIGAN AVE,15 ST,14 ST,R20B-STD,R5-2,No Trucks Symbol, , , , , , ,Acceptable,Very Good,0
12143,12143,34.031279,-118.470772,2704,COLORADO AVE,STEWART ST,26 ST,R17-STD,R3-2,No Left Turn Symbol, , , , , , ,Very Good,Very Good,0
12144,12144,34.031279,-118.470772,2704,COLORADO AVE,STEWART ST,26 ST,R82B.1, ,Times/Days,[5AM-7AM] [6PM-8PM] [MON-FRI], , ,7:00 AM - 9:00 AM,4:00 PM - 6:00 PM, ,Very Good,Very Good,0
12145,12145,34.022719,-118.484312,1399,BROADWAY,EUCLID ST,14 ST,R81-1,D11-1,Bike Lane,BIKE LANE, , , , , ,Very Good,Questionable,0
12146,12146,34.031875,-118.470102,2736,COLORADO AVE,STEWART ST,26 ST,R17-STD,R3-2,No Left Turn Symbol, , , , , , ,Very Good,Very Good,0
12147,12147,34.031875,-118.470102,2736,COLORADO AVE,STEWART ST,26 ST,R82B.1, ,Times/Days,[5AM-7AM] [6PM-8PM] [MON-FRI], , ,7:00 AM - 9:00 AM,4:00 PM - 6:00 PM, ,Very Good,Very Good,0
12148,12148,34.031953,-118.469953,2802,COLORADO AVE,STEWART ST,26 ST,R17-STD,R3-2,No Left Turn Symbol, , , , , , ,Very Good,Very Good,0
12149,12149,34.031953,-118.469953,2802,COLORADO AVE,STEWART ST,26 ST,R82B.1, ,Times/Days,[5AM-7AM] [6PM-8PM] [MON-FRI], , ,7:00 AM - 9:00 AM,4:00 PM - 6:00 PM, ,Very Good,Very Good,0
12150,12150,34.018556,-118.478767,1402,MICHIGAN AVE,15 ST,14 ST,AR30-1, ,No Parking (times and days),No Parking (times and days),TUES, ,1:00 PM - 3:00 PM, , ,Acceptable,Very Good,0
12151,12151,34.032893,-118.468883,2836,COLORADO AVE,STANFORD ST,STEWART ST,R17-STD,R3-2,No Left Turn Symbol, , , , , , ,Very Good,Very Good,0
12152,12152,34.032893,-118.468883,2836,COLORADO AVE,STANFORD ST,STEWART ST,R82B.1, ,Times/Days,[5AM-7AM] [6PM-8PM] [MON-FRI], , ,7:00 AM - 9:00 AM,4:00 PM - 6:00 PM, ,Very Good,Very Good,0
